Attore,Evento,Anno,Relazione,Data_old,Data_flat,Luogo_CORRETTO,città_CORRETTA,"Luogo, città _ORIGINALE",LENGHT
Giuseppe Barra,I Negri,1969,recitato in,17 January 1969,17 January 1969,Centro Teatro Esse,Napoli,"Centro Teatro Esse, Napoli",18
Antonello Aglioti,La partenza dell'Argonauta,1976,ha curato scene/costumi per,25 June 1976,25 June 1976,Maggio Musicale Fiorentino,Firenze,Maggio Musicale Fiorentino,26
Antonello Aglioti,La partenza dell'Argonauta,1976,ha curato scene/costumi per,25 June 1976,25 June 1976,Maggio Musicale Fiorentino,Firenze,Maggio Musicale Fiorentino,26
Leopoldo Mastelloni,I Negri,1969,recitato in,17 January 1969,17 January 1969,Centro Teatro Esse,Napoli,"Centro Teatro Esse, Napoli",18
Lucio Allocca,I Negri,1969,recitato in,17 January 1969,17 January 1969,Centro Teatro Esse,Napoli,"Centro Teatro Esse, Napoli",18
Mauro Carosi,I Negri,1969,recitato in,17 January 1969,17 January 1969,Centro Teatro Esse,Napoli,"Centro Teatro Esse, Napoli",18
Pino Simonelli,I Negri,1969,recitato in,17 January 1969,17 January 1969,Centro Teatro Esse,Napoli,"Centro Teatro Esse, Napoli",18
Ciro Scarponi,La partenza dell'Argonauta,1976,ha curato musiche/sonoro per,25 June 1976,25 June 1976,Maggio Musicale Fiorentino,Firenze,Maggio Musicale Fiorentino,26
Sergio De Sanctis,I Negri,1969,recitato in,17 January 1969,17 January 1969,Centro Teatro Esse,Napoli,"Centro Teatro Esse, Napoli",18
Tonia Martinelli,I Negri,1969,recitato in,17 January 1969,17 January 1969,Centro Teatro Esse,Napoli,"Centro Teatro Esse, Napoli",18
Vincenzo Salomone,I Negri,1969,recitato in,17 January 1969,17 January 1969,Centro Teatro Esse,Napoli,"Centro Teatro Esse, Napoli",18
Fabio Maestri,La partenza dell'Argonauta,1976,ha curato musiche/sonoro per,25 June 1976,25 June 1976,Maggio Musicale Fiorentino,Firenze,Maggio Musicale Fiorentino,26
Fabio Maestri,La partenza dell'Argonauta,1976,ha curato musiche/sonoro per,25 June 1976,25 June 1976,Maggio Musicale Fiorentino,Firenze,Maggio Musicale Fiorentino,26
Federico Capra,La partenza dell'Argonauta,1976,ha curato musiche/sonoro per,25 June 1976,25 June 1976,Maggio Musicale Fiorentino,Firenze,Maggio Musicale Fiorentino,26
Adriana Cipriani,Prove per la messa in scena di Medea,1969,recitato in,30 May 1969,30 May 1969,Centro Teatro Esse,Napoli,"Centro Teatro Esse, Napoli",18
Frederic Rzewski,La partenza dell'Argonauta,1976,ha curato musiche/sonoro per,25 June 1976,25 June 1976,Maggio Musicale Fiorentino,Firenze,Maggio Musicale Fiorentino,26
Davide Maria Avecone,Prove per la messa in scena di Medea,1969,recitato in,30 May 1969,30 May 1969,Centro Teatro Esse,Napoli,"Centro Teatro Esse, Napoli",18
Giancarlo Schiaffini,La partenza dell'Argonauta,1976,ha curato musiche/sonoro per,25 June 1976,25 June 1976,Maggio Musicale Fiorentino,Firenze,Maggio Musicale Fiorentino,26
Dely De Majo,Prove per la messa in scena di Medea,1969,recitato in,30 May 1969,30 May 1969,Centro Teatro Esse,Napoli,"Centro Teatro Esse, Napoli",18
Luigi Lanzillotta,La partenza dell'Argonauta,1976,ha curato musiche/sonoro per,25 June 1976,25 June 1976,Maggio Musicale Fiorentino,Firenze,Maggio Musicale Fiorentino,26
Marcello Panni,La partenza dell'Argonauta,1976,ha curato musiche/sonoro per,25 June 1976,25 June 1976,Maggio Musicale Fiorentino,Firenze,Maggio Musicale Fiorentino,26
Giulio Baffi,Prove per la messa in scena di Medea,1969,recitato in,30 May 1969,30 May 1969,Centro Teatro Esse,Napoli,"Centro Teatro Esse, Napoli",18
Massimo Bartoleti,La partenza dell'Argonauta,1976,ha curato musiche/sonoro per,25 June 1976,25 June 1976,Maggio Musicale Fiorentino,Firenze,Maggio Musicale Fiorentino,26
Massimo Paris,La partenza dell'Argonauta,1976,ha curato musiche/sonoro per,25 June 1976,25 June 1976,Maggio Musicale Fiorentino,Firenze,Maggio Musicale Fiorentino,26
Memè Perlini,La partenza dell'Argonauta,1976,adattamento del testo per,25 June 1976,25 June 1976,Maggio Musicale Fiorentino,Firenze,Maggio Musicale Fiorentino,26
Memè Perlini,La partenza dell'Argonauta,1976,ha diretto,25 June 1976,25 June 1976,Maggio Musicale Fiorentino,Firenze,Maggio Musicale Fiorentino,26
Giuseppe Barra,Prove per la messa in scena di Medea,1969,recitato in,30 May 1969,30 May 1969,Centro Teatro Esse,Napoli,"Centro Teatro Esse, Napoli",18
Pietro Donatella,La partenza dell'Argonauta,1976,ha curato musiche/sonoro per,25 June 1976,25 June 1976,Maggio Musicale Fiorentino,Firenze,Maggio Musicale Fiorentino,26
Leopoldo Mastelloni,Prove per la messa in scena di Medea,1969,recitato in,30 May 1969,30 May 1969,Centro Teatro Esse,Napoli,"Centro Teatro Esse, Napoli",18
Lucio Allocca,Prove per la messa in scena di Medea,1969,recitato in,30 May 1969,30 May 1969,Centro Teatro Esse,Napoli,"Centro Teatro Esse, Napoli",18
Mauro Carosi,Prove per la messa in scena di Medea,1969,recitato in,30 May 1969,30 May 1969,Centro Teatro Esse,Napoli,"Centro Teatro Esse, Napoli",18
Sergio De Sanctis,Prove per la messa in scena di Medea,1969,recitato in,30 May 1969,30 May 1969,Centro Teatro Esse,Napoli,"Centro Teatro Esse, Napoli",18
Sergio De Sanctis,Prove per la messa in scena di Medea,1969,recitato in,30 May 1969,30 May 1969,Centro Teatro Esse,Napoli,"Centro Teatro Esse, Napoli",18
Domenico Pesce,Il Conte di Lautrèamont rappresenta i canti di Maldoror,1975,ha curato scene/costumi per,11 February 1975,11 February 1975,Meta-Teatro,Roma,"Meta-Teatro, Roma",11
Domenico Pesce,Il Conte di Lautrèamont rappresenta i canti di Maldoror,1975,ha curato scene/costumi per,11 February 1975,11 February 1975,Meta-Teatro,Roma,"Meta-Teatro, Roma",11
Erika Rossi,Il Conte di Lautrèamont rappresenta i canti di Maldoror,1975,ha curato scene/costumi per,11 February 1975,11 February 1975,Meta-Teatro,Roma,"Meta-Teatro, Roma",11
Erika Rossi,Il Conte di Lautrèamont rappresenta i canti di Maldoror,1975,ha curato scene/costumi per,11 February 1975,11 February 1975,Meta-Teatro,Roma,"Meta-Teatro, Roma",11
Isidore Ducasse,Il Conte di Lautrèamont rappresenta i canti di Maldoror,1975,testo/soggetto per,11 February 1975,11 February 1975,Meta-Teatro,Roma,"Meta-Teatro, Roma",11
Vincenzo Salomone,Prove per la messa in scena di Medea,1969,recitato in,30 May 1969,30 May 1969,Centro Teatro Esse,Napoli,"Centro Teatro Esse, Napoli",18
Alberto Donatelli,Orlando Furioso [Ronconi Spoleto '69],1969,recitato in,4 July 1969,4 July 1969,Festival de Due Mondi,Spoleto,"Festival de Due Mondi, Spoleto",21
Aldo Miranda,Orlando Furioso [Ronconi Spoleto '69],1969,recitato in,4 July 1969,4 July 1969,Festival de Due Mondi,Spoleto,"Festival de Due Mondi, Spoleto",21
Pippo Di Marca,Il Conte di Lautrèamont rappresenta i canti di Maldoror,1975,adattamento del testo per,11 February 1975,11 February 1975,Meta-Teatro,Roma,"Meta-Teatro, Roma",11
Pippo Di Marca,Il Conte di Lautrèamont rappresenta i canti di Maldoror,1975,ha diretto,11 February 1975,11 February 1975,Meta-Teatro,Roma,"Meta-Teatro, Roma",11
Aldo Puglisi,Orlando Furioso [Ronconi Spoleto '69],1969,recitato in,4 July 1969,4 July 1969,Festival de Due Mondi,Spoleto,"Festival de Due Mondi, Spoleto",21
Ambra Danon,Orlando Furioso [Ronconi Spoleto '69],1969,recitato in,4 July 1969,4 July 1969,Festival de Due Mondi,Spoleto,"Festival de Due Mondi, Spoleto",21
Anna Nicora,Orlando Furioso [Ronconi Spoleto '69],1969,recitato in,4 July 1969,4 July 1969,Festival de Due Mondi,Spoleto,"Festival de Due Mondi, Spoleto",21
Anna Rossini,Orlando Furioso [Ronconi Spoleto '69],1969,recitato in,4 July 1969,4 July 1969,Festival de Due Mondi,Spoleto,"Festival de Due Mondi, Spoleto",21
Franco di Matteo,Salomè abstraction,1974,ha curato scene/costumi per,13 March 1974,13 March 1974,Meta-Teatro,Roma,"Meta-Teatro, Roma",11
Franco di Matteo,Salomè abstraction,1974,ha curato scene/costumi per,13 March 1974,13 March 1974,Meta-Teatro,Roma,"Meta-Teatro, Roma",11
Ghad Wollner,Salomè abstraction,1974,ha curato musiche/sonoro per,13 March 1974,13 March 1974,Meta-Teatro,Roma,"Meta-Teatro, Roma",11
Oscar Wilde,Salomè abstraction,1974,testo/soggetto per,13 March 1974,13 March 1974,Meta-Teatro,Roma,"Meta-Teatro, Roma",11
Pippo Di Marca,Salomè abstraction,1974,adattamento del testo per,13 March 1974,13 March 1974,Meta-Teatro,Roma,"Meta-Teatro, Roma",11
Pippo Di Marca,Salomè abstraction,1974,ha diretto,13 March 1974,13 March 1974,Meta-Teatro,Roma,"Meta-Teatro, Roma",11
Antonio Fattorini,Orlando Furioso [Ronconi Spoleto '69],1969,recitato in,4 July 1969,4 July 1969,Festival de Due Mondi,Spoleto,"Festival de Due Mondi, Spoleto",21
Stéphane Mallarmè,Salomè abstraction,1974,testo/soggetto per,13 March 1974,13 March 1974,Meta-Teatro,Roma,"Meta-Teatro, Roma",11
Tara Tony Marcus,Salomè abstraction,1974,ha curato musiche/sonoro per,13 March 1974,13 March 1974,Meta-Teatro,Roma,"Meta-Teatro, Roma",11
Armando Pugliese,Orlando Furioso [Ronconi Spoleto '69],1969,recitato in,4 July 1969,4 July 1969,Festival de Due Mondi,Spoleto,"Festival de Due Mondi, Spoleto",21
Carlo Montagna,Orlando Furioso [Ronconi Spoleto '69],1969,recitato in,4 July 1969,4 July 1969,Festival de Due Mondi,Spoleto,"Festival de Due Mondi, Spoleto",21
Cesare Gelli,Orlando Furioso [Ronconi Spoleto '69],1969,recitato in,4 July 1969,4 July 1969,Festival de Due Mondi,Spoleto,"Festival de Due Mondi, Spoleto",21
Cooperativa Teatro Libero,Orlando Furioso [Ronconi Spoleto '69],1969,"ha partecipato all'organizzazione per",4 July 1969,4 July 1969,Festival de Due Mondi,Spoleto,"Festival de Due Mondi, Spoleto",21
Daria Nicolodi,Orlando Furioso [Ronconi Spoleto '69],1969,recitato in,4 July 1969,4 July 1969,Festival de Due Mondi,Spoleto,"Festival de Due Mondi, Spoleto",21
Dorotea Aslanidis,Orlando Furioso [Ronconi Spoleto '69],1969,recitato in,4 July 1969,4 July 1969,Festival de Due Mondi,Spoleto,"Festival de Due Mondi, Spoleto",21
Duilio Del Prete,Orlando Furioso [Ronconi Spoleto '69],1969,recitato in,4 July 1969,4 July 1969,Festival de Due Mondi,Spoleto,"Festival de Due Mondi, Spoleto",21
Edmonda Aldini,Orlando Furioso [Ronconi Spoleto '69],1969,recitato in,4 July 1969,4 July 1969,Festival de Due Mondi,Spoleto,"Festival de Due Mondi, Spoleto",21
Emilio Bonucci,Orlando Furioso [Ronconi Spoleto '69],1969,recitato in,4 July 1969,4 July 1969,Festival de Due Mondi,Spoleto,"Festival de Due Mondi, Spoleto",21
Enzo Consoli,Orlando Furioso [Ronconi Spoleto '69],1969,recitato in,4 July 1969,4 July 1969,Festival de Due Mondi,Spoleto,"Festival de Due Mondi, Spoleto",21
Gabriele Tozzi,Orlando Furioso [Ronconi Spoleto '69],1969,recitato in,4 July 1969,4 July 1969,Festival de Due Mondi,Spoleto,"Festival de Due Mondi, Spoleto",21
Angelo De Falco,Tardieu 6,1967,ha curato scene/costumi per,25 February 1967,25 February 1967,Centro Teatro Esse,Napoli,"Centro Teatro Esse, Napoli",18
Giancarlo Prati,Orlando Furioso [Ronconi Spoleto '69],1969,recitato in,4 July 1969,4 July 1969,Festival de Due Mondi,Spoleto,"Festival de Due Mondi, Spoleto",21
Carlo De Simone,Tardieu 6,1967,ha curato scene/costumi per,25 February 1967,25 February 1967,Centro Teatro Esse,Napoli,"Centro Teatro Esse, Napoli",18
Graziano Giusti,Orlando Furioso [Ronconi Spoleto '69],1969,recitato in,4 July 1969,4 July 1969,Festival de Due Mondi,Spoleto,"Festival de Due Mondi, Spoleto",21
Liù Bosisio,Orlando Furioso [Ronconi Spoleto '69],1969,recitato in,4 July 1969,4 July 1969,Festival de Due Mondi,Spoleto,"Festival de Due Mondi, Spoleto",21
Gennaro Vitiello,Tardieu 6,1967,adattamento del testo per,25 February 1967,25 February 1967,Centro Teatro Esse,Napoli,"Centro Teatro Esse, Napoli",18
Gennaro Vitiello,Tardieu 6,1967,ha diretto,25 February 1967,25 February 1967,Centro Teatro Esse,Napoli,"Centro Teatro Esse, Napoli",18
Luca Demata,Orlando Furioso [Ronconi Spoleto '69],1969,recitato in,4 July 1969,4 July 1969,Festival de Due Mondi,Spoleto,"Festival de Due Mondi, Spoleto",21
Giovanni Girosi,Tardieu 6,1967,ha curato scene/costumi per,25 February 1967,25 February 1967,Centro Teatro Esse,Napoli,"Centro Teatro Esse, Napoli",18
Giovanni Girosi,Tardieu 6,1967,ha curato scene/costumi per,25 February 1967,25 February 1967,Centro Teatro Esse,Napoli,"Centro Teatro Esse, Napoli",18
Jean Tardieu,Tardieu 6,1967,testo/soggetto per,25 February 1967,25 February 1967,Centro Teatro Esse,Napoli,"Centro Teatro Esse, Napoli",18
Odette Nicoletti,Tardieu 6,1967,ha curato scene/costumi per,25 February 1967,25 February 1967,Centro Teatro Esse,Napoli,"Centro Teatro Esse, Napoli",18
Luigi Diberti,Orlando Furioso [Ronconi Spoleto '69],1969,recitato in,4 July 1969,4 July 1969,Festival de Due Mondi,Spoleto,"Festival de Due Mondi, Spoleto",21
Marco Berneck,Orlando Furioso [Ronconi Spoleto '69],1969,recitato in,4 July 1969,4 July 1969,Festival de Due Mondi,Spoleto,"Festival de Due Mondi, Spoleto",21
Marco Galletti,Orlando Furioso [Ronconi Spoleto '69],1969,recitato in,4 July 1969,4 July 1969,Festival de Due Mondi,Spoleto,"Festival de Due Mondi, Spoleto",21
Maria Grazia Grassini,Orlando Furioso [Ronconi Spoleto '69],1969,recitato in,4 July 1969,4 July 1969,Festival de Due Mondi,Spoleto,"Festival de Due Mondi, Spoleto",21
Gian Carlo Celli,Funzione Parola-jazz,1967,testo/soggetto per,March 1967,March 1967,Dioniso club,Roma,"Dioniso club, Roma",12
Mariangela Melato,Orlando Furioso [Ronconi Spoleto '69],1969,recitato in,4 July 1969,4 July 1969,Festival de Due Mondi,Spoleto,"Festival de Due Mondi, Spoleto",21
Marzio Margine,Orlando Furioso [Ronconi Spoleto '69],1969,recitato in,4 July 1969,4 July 1969,Festival de Due Mondi,Spoleto,"Festival de Due Mondi, Spoleto",21
Massimo Foschi,Orlando Furioso [Ronconi Spoleto '69],1969,recitato in,4 July 1969,4 July 1969,Festival de Due Mondi,Spoleto,"Festival de Due Mondi, Spoleto",21
Giordano Falzoni,Advertising Show,1968,ha diretto,January 1968,January 1968,Dioniso club,Roma,"Dioniso club, Roma",12
Giordano Falzoni,Advertising Show,1968,testo/soggetto per,January 1968,January 1968,Dioniso club,Roma,"Dioniso club, Roma",12
Laura Luoratoll,Advertising Show,1968,ha curato scene/costumi per,January 1968,January 1968,Dioniso club,Roma,"Dioniso club, Roma",12
Maurizio Merli,Orlando Furioso [Ronconi Spoleto '69],1969,recitato in,4 July 1969,4 July 1969,Festival de Due Mondi,Spoleto,"Festival de Due Mondi, Spoleto",21
Michele Placido,Orlando Furioso [Ronconi Spoleto '69],1969,recitato in,4 July 1969,4 July 1969,Festival de Due Mondi,Spoleto,"Festival de Due Mondi, Spoleto",21
Nino Bignamini,Orlando Furioso [Ronconi Spoleto '69],1969,recitato in,4 July 1969,4 July 1969,Festival de Due Mondi,Spoleto,"Festival de Due Mondi, Spoleto",21
Ottavia Piccolo,Orlando Furioso [Ronconi Spoleto '69],1969,recitato in,4 July 1969,4 July 1969,Festival de Due Mondi,Spoleto,"Festival de Due Mondi, Spoleto",21
Paola Tanziani,Orlando Furioso [Ronconi Spoleto '69],1969,recitato in,4 July 1969,4 July 1969,Festival de Due Mondi,Spoleto,"Festival de Due Mondi, Spoleto",21
Ben Vautier,Sette Fluxpieces,1967,testo/soggetto per,8 April 1967,8 April 1967,Dioniso club,Roma,"Dioniso club, Roma",12
Ferruccio de Filippi,Sette Fluxpieces,1967,ha curato scene/costumi per,8 April 1967,8 April 1967,Dioniso club,Roma,"Dioniso club, Roma",12
Paolo Bonetti,Orlando Furioso [Ronconi Spoleto '69],1969,recitato in,4 July 1969,4 July 1969,Festival de Due Mondi,Spoleto,"Festival de Due Mondi, Spoleto",21
Pierangelo Civera,Orlando Furioso [Ronconi Spoleto '69],1969,recitato in,4 July 1969,4 July 1969,Festival de Due Mondi,Spoleto,"Festival de Due Mondi, Spoleto",21
Pino Manzari,Orlando Furioso [Ronconi Spoleto '69],1969,recitato in,4 July 1969,4 July 1969,Festival de Due Mondi,Spoleto,"Festival de Due Mondi, Spoleto",21
Renata Zamengo,Orlando Furioso [Ronconi Spoleto '69],1969,recitato in,4 July 1969,4 July 1969,Festival de Due Mondi,Spoleto,"Festival de Due Mondi, Spoleto",21
Rodolfo Baldini,Orlando Furioso [Ronconi Spoleto '69],1969,recitato in,4 July 1969,4 July 1969,Festival de Due Mondi,Spoleto,"Festival de Due Mondi, Spoleto",21
Rosa Bianca Scerrino,Orlando Furioso [Ronconi Spoleto '69],1969,recitato in,4 July 1969,4 July 1969,Festival de Due Mondi,Spoleto,"Festival de Due Mondi, Spoleto",21
Sergio Nicolai,Orlando Furioso [Ronconi Spoleto '69],1969,recitato in,4 July 1969,4 July 1969,Festival de Due Mondi,Spoleto,"Festival de Due Mondi, Spoleto",21
Giancarlo Celli,Il Grande Funzionario (Il Presidente),1969,recitato in,March 1969,March 1969,,Milano,Milano,0
Gruppo Dionisio Milano,Il Grande Funzionario (Il Presidente),1969,recitato in,March 1969,March 1969,,Milano,Milano,0
Mario Santella,Experiment action-experimenta( c )tion,1967,ha diretto,December 1967,December 1967,Executive Club,Napoli,"Executive Club, Napoli",14
Teatro Popolare di Ricerca,...e venne uno con un lungo coltello...,1969,recitato in,12 June 1969,12 June 1969,Ridotto del Teatro Verdi,Padova,"Ridotto del Teatro Verdi, Padova",24
Mario Santella,Experiment action-experimenta( c )tion,1967,testo/soggetto per,December 1967,December 1967,Executive Club,Napoli,"Executive Club, Napoli",14
Aldo Sassi,Oloferne tratto dalla storia di Giuditta di Hebbel,1969,recitato in,January 1969,January 1969,,Roma,Roma,0
Alessandro Cane,Oloferne tratto dalla storia di Giuditta di Hebbel,1969,recitato in,January 1969,January 1969,,Roma,Roma,0
Andrea Sassi,Oloferne tratto dalla storia di Giuditta di Hebbel,1969,recitato in,January 1969,January 1969,,Roma,Roma,0
Fausto Tomassini,Oloferne tratto dalla storia di Giuditta di Hebbel,1969,recitato in,January 1969,January 1969,,Roma,Roma,0
Giuditta Rinaldi,Oloferne tratto dalla storia di Giuditta di Hebbel,1969,recitato in,January 1969,January 1969,,Roma,Roma,0
Roselqyn Marquis,Oloferne tratto dalla storia di Giuditta di Hebbel,1969,recitato in,January 1969,January 1969,,Roma,Roma,0
Centri Rousseau,Fuochi sulle colline e drago che uscirà dal mare (Il Drago),1969,altro tipo di collaborazione,July 1969,July 1969,,San Vincenzo degli Etruschi,San Vincenzo degli Etruschi,0
Angela Anderini,Fall-out,1969,recitato in,January 1969,January 1969,Teatro Alfred Jarry,Napoli,"Teatro Alfred Jarry, Napoli",19
Luciano Caruso,Ana/Logon,1968,ha curato scene/costumi per,March 1968,March 1968,Executive Club,Napoli,"Executive Club, Napoli",14
Gerardo Pedicini,Fall-out,1969,recitato in,January 1969,January 1969,Teatro Alfred Jarry,Napoli,"Teatro Alfred Jarry, Napoli",19
Luca de Forgellinis,Fall-out,1969,recitato in,January 1969,January 1969,Teatro Alfred Jarry,Napoli,"Teatro Alfred Jarry, Napoli",19
Mario Santella,Ana/Logon,1968,ha curato musiche/sonoro per,March 1968,March 1968,Executive Club,Napoli,"Executive Club, Napoli",14
Mario Santella,Ana/Logon,1968,ha curato scene/costumi per,March 1968,March 1968,Executive Club,Napoli,"Executive Club, Napoli",14
Mario Santella,Ana/Logon,1968,ha curato scene/costumi per,March 1968,March 1968,Executive Club,Napoli,"Executive Club, Napoli",14
Mario Santella,Ana/Logon,1968,ha diretto,March 1968,March 1968,Executive Club,Napoli,"Executive Club, Napoli",14
Luigi Dario,Fall-out,1969,recitato in,January 1969,January 1969,Teatro Alfred Jarry,Napoli,"Teatro Alfred Jarry, Napoli",19
Mario Santella,Ana/Logon,1968,testo/soggetto per,March 1968,March 1968,Executive Club,Napoli,"Executive Club, Napoli",14
Maria Luisa Santella,Fall-out,1969,altro tipo di collaborazione,January 1969,January 1969,Teatro Alfred Jarry,Napoli,"Teatro Alfred Jarry, Napoli",19
Calderon de la Barca,Il principe Costante,1967,testo/soggetto per,July 1967,July 1967,Festival de Due Mondi,Spoleto,"Festival de Due Mondi, Spoleto",21
